"","Date","Location / Operator","Aircraft Type / Registration","Fatalities","year","month","day"
"1","17 Sep 1908","Fort Myer, VirginiaMilitary - U.S. Army","Wright Flyer III?","1/2(0)","1908","Sep","17"
"2","07 Sep 1909","Juvisy-sur-Orge, France?","Wright ByplaneSC1","1/1(0)","1909","Sep","07"
"3","12 Jul 1912","Atlantic City, New JerseyMilitary - U.S. Navy","Dirigible?","5/5(0)","1912","Jul","12"
"4","06 Aug 1913","Victoria, British Columbia, CanadaPrivate","Curtiss seaplane?","1/1(0)","1913","Aug","06"
"5","09 Sep 1913","Over the North SeaMilitary - German Navy","Zeppelin L-1 (airship)?","14/20(0)","1913","Sep","09"
"6","17 Oct 1913","Near Johannisthal, GermanyMilitary - German Navy","Zeppelin L-2 (airship)?","30/30(0)","1913","Oct","17"
"7","05 Mar 1915","Tienen, BelgiumMilitary - German Navy","Zeppelin L-8 (airship)?","21/41(0)","1915","Mar","05"
"8","03 Sep 1915","Off Cuxhaven, GermanyMilitary - German Navy","Zeppelin L-10 (airship)?","19/19(0)","1915","Sep","03"
"9","28 Jul 1916","Near Jambol, BulgeriaMilitary - German Army","Schutte-Lanz S-L-10 (airship)?","20/20(0)","1916","Jul","28"
"10","24 Sep 1916","Billericay, EnglandMilitary - German Navy","Zeppelin L-32 (airship)?","22/22(0)","1916","Sep","24"
"11","01 Oct 1916","Potters Bar, EnglandMilitary - German Navy","Zeppelin L-31 (airship)?","19/19(0)","1916","Oct","01"
"12","21 Nov 1916","Mainz, GermanyMilitary - German Army","Super Zeppelin (airship)?","27/28(0)","1916","Nov","21"
"13","28 Nov 1916","Off West Hartlepool, EnglandMilitary - German Navy","Zeppelin L-34 (airship)?","20/20(0)","1916","Nov","28"
"14","04 Mar 1917","Near Gent, BelgiumMilitary - German Army","Airship?","20/20(0)","1917","Mar","04"
"15","30 Mar 1917","Off Northern GermanyMilitary - German Navy","Schutte-Lanz S-L-9 (airship)?","23/23(0)","1917","Mar","30"
"16","14 May 1917","Near Texel Island, North SeaMilitary - German Navy","Zeppelin L-22 (airship)?","21/21(0)","1917","May","14"
"17","14 Jun 1917","Off Vlieland Island, North SeaMilitary - German Navy","Zeppelin L-43 (airship)?","24/24(0)","1917","Jun","14"
"18","17 Jun 1917","Near Yarmouth, England?","Zepplin LZ-95 (air ship)L-48","14/16(0)","1917","Jun","17"
"19","21 Aug 1917","Off western DenmarkMilitary - German Navy","Zeppelin L-23 (airship)?","18/18(0)","1917","Aug","21"
"20","20 Oct 1917","Near Luneville, FranceMilitary - German Navy","Zeppelin L-44 (airship)?","18/18(0)","1917","Oct","20"
"21","07 Apr 1918","Over the MediterraneanMilitary - German Navy","Zeppelin L-59 (airship)?","23/23(0)","1918","Apr","07"
"22","10 May 1918","Off Helgoland Island, GermanyMilitary - German Navy","Zeppelin L-70 (airship)?","22/22(0)","1918","May","10"
"23","11 Aug 1918","Ameland Island, North SeaMilitary - German Navy","Zeppelin L-53 (airship)?","19/19(0)","1918","Aug","11"
"24","16 Dec 1918","Elizabeth, New JerseyUS Aerial Mail Service","De Havilland DH-497","1/1(0)","1918","Dec","16"
"25","25 May 1919","Cleveland, OhioUS Aerial Mail Service","De Havilland DH-461","1/1(0)","1919","May","25"
"26","19 Jul 1919","Dix Run, PennsylvaniaUS Aerial Mail Service","De Havilland DH-482","1/1(0)","1919","Jul","19"
"27","21 Jul 1919","Chicago, IllinoisWingfoot Air Express Goodyear Tire","FD Type Dirigible?","3/?(10)","1919","Jul","21"
"28","02 Aug 1919","Verona, ItalyCaproni Company","Caproni Ca.48?","14/14(0)","1919","Aug","02"
"29","02 Oct 1919","Newcastle, EnglandAircraft Transport and Travel","De Havilland DH-4?","1/1(0)","1919","Oct","02"
"30","14 Oct 1919","Cantonsville, MarylandUS Aerial Mail Service","Curtiss R-4LM32","1/1(0)","1919","Oct","14"
"31","20 Oct 1919","English Channel off Forkstone, KentAircraft Transport and Travel","De Havilland DH-4G-EAHG","0/0(0)","1919","Oct","20"
"32","30 Oct 1919","Long Valley, New JerseyUS Aerial Mail Service","De Havilland DH.477","1/1(0)","1919","Oct","30"
"33","11 Dec 1919","Catherham, Surrey, UKAircraft Travel Transport","de Havilland DH-4G-EAHF","1/1(0)","1919","Dec","11"
"34","10 Mar 1920","New Paris, IndianaUS Aerial Mail Service","De Havilland DH-465","1/1(0)","1920","Mar","10"
"35","30 Mar 1920","Newark, New JerseyUS Aerial Mail Service","De Havilland DH-472","1/1(0)","1920","Mar","30"
"36","10 Apr 1920","Newark, New JerseyUS Aerial Mail Service","Curtiss R-4LM49","1/2(0)","1920","Apr","10"
"37","11 Apr 1920","Heller Field, New JerseyUS Aerial Mail Service","Curtiss JN-4H44","1/2(0)","1920","Apr","11"
"38","12 May 1920","Oskaloosa, IowaUS Aerial Mail Service","De Havilland DH-479","1/2(0)","1920","May","12"
"39","06 Jun 1920","Cleveland, OhioUS Aerial Mail Service","De Havilland DH-4204","1/1(0)","1920","Jun","06"
"40","20 Jul 1920","Cartagena, ColumbiaCompañia Colombiana de Navegación Aérea","Farman F-40?","1/1(0)","1920","Jul","20"
"41","16 Aug 1920","Bedford, EnglandBy Air","Armstrong-Whitworth F-K-8G-EALW","1/1(0)","1920","Aug","16"
"42","16 Aug 1920","College Park, MarylandUS Aerial Mail Service","De Havilland DH-4317","1/1(0)","1920","Aug","16"
"43","01 Sep 1920","Morristown, New JerseyUS Aerial Mail Service","Junkers JL-6305","2/2(0)","1920","Sep","01"
"44","15 Sep 1920","Pemberville, OhioUS Aerial Mail Service","Junkers F-13308","2/2(0)","1920","Sep","15"
"45","27 Sep 1920","Hillersburg, PennsylvaniaUS Aerial Mail Service","De Havilland DH-4316","1/1(0)","1920","Sep","27"
"46","02 Oct 1920","Off Port Vendres, FranceLatecoere Airlines","Salmson 2-A-2F-ALAI","2/2(0)","1920","Oct","02"
"47","05 Oct 1920","Valencia, SpainLatecoere Airlines","Breguet 14F-ALTA","2/2(0)","1920","Oct","05"
"48","15 Oct 1920","Batavia, IllinoisUS Aerial Mail Service","De Havilland DH-476","1/1(0)","1920","Oct","15"
"49","07 Nov 1920","Tie Siding, WyomingUS Aerial Mail Service","De Havilland DH-4?","1/1(0)","1920","Nov","07"
"50","14 Dec 1920","London, EnglandHandley Page Transport","Handley Page HP-16G-EAMA","4/8(0)","1920","Dec","14"
"51","24 Dec 1920","Barcelona, SpainAeropostale","Breguet 14F-ALBO","1/1(0)","1920","Dec","24"
"52","03 Feb 1921","Mendotta, MinnisotaUS Aerial Mail Service","De Havilland DH-4130","1/1(0)","1921","Feb","03"
"53","09 Feb 1921","La Crosse, WisconsinUS Aerial Mail Service","Junkers F-13301","3/3(0)","1921","Feb","09"
"54","15 Feb 1921","Off GibraltarAeropostale","Breguet 14F-ALBA","2/2(0)","1921","Feb","15"
"55","22 Feb 1921","Elko, NevadaUS Aerial Mail Service","De Havilland DH-467","1/1(0)","1921","Feb","22"
"56","06 Apr 1921","Point Cook, AustraliaMilitary - Royal Australian Air Force","Avro 504H3021","2/2(0)","1921","Apr","06"
"57","21 Apr 1921","Mitchel Field, NYUS Aerial Mail Service","De Havilland DH-4160","1/1(0)","1921","Apr","21"
"58","29 Apr 1921","Cleveland, OhioUS Aerial Mail Service","De Havilland DH-4196","1/1(0)","1921","Apr","29"
"59","17 May 1921","Rock Springs, WyomingUS Aerial Mail Service","De Havilland DH-4
De Havilland DH-4176","1/1(0)","1921","May","17"
"60","14 Aug 1921","Toulouse, FranceAeropostale","Breguet 14F-ALBI","2/2(0)","1921","Aug","14"
"61","24 Aug 1921","River Humber, EnglandMilitary - Royal Airship Works","Royal Airship Works ZR-2 (airship)R-38","46/46(1)","1921","Aug","24"
"62","06 Sep 1921","Paris, FranceFranco-Roumaine","Potez IXF-ADCD","5/5(0)","1921","Sep","06"
"63","05 Dec 1921","Near Murchinson River, AustraliaWest Australian Airways","Bristol 28 TourerG-AUDI","2/2(0)","1921","Dec","05"
"64","14 Jan 1922","Paris, FranceHandley Page Transport","Handley Page O/10G-EATN","5/5(5)","1922","Jan","14"
"65","21 Feb 1922","Near Norfolk, VirginiaMilitary - U.S. Army Air Service","Dirigible Roma (airship)?","34/45(0)","1922","Feb","21"
"66","22 Mar 1922","North Atlantic OceanAero Limited","Aeromarine Model 85 (flying boat)?","5/6(0)","1922","Mar","22"
"67","07 Apr 1922","Grandvilliers, FranceDaimler Airways / Grands Express Aeriens","de Havilland DH-18 / Farman F-60 GoliathG-EAOW/FGEAD","7/7(0)","1922","Apr","07"
"68","08 Apr 1922","Pao Ting Fou, China?","??","17/17(0)","1922","Apr","08"
"69","03 Jun 1922","Off Folkestone, Kent, EnglandCie des Messageries Aeriennes","Bleriot Spad 27F-ACMH","3/3(0)","1922","Jun","03"
"70","04 Jul 1922","Fuhlsbuttel, Germany?","LVG C VI?","2/3(0)","1922","Jul","04"
"71","16 Jul 1922","Near Saverne, Lorraine, FranceCompagnie Franco-Roumaine de Navigaation Aerienne","Potez 29F-FREI","5/5(0)","1922","Jul","16"
"72","26 Jul 1922","Cadix, SpainGrands Express Aeriens","Breguet 14F-ALVE","3/3(0)","1922","Jul","26"
"73","07 Sep 1922","Indianapolis, IndianaUS Aerial Mail Service","De Havilland DH-4227","1/1(0)","1922","Sep","07"
"74","02 Oct 1922","Venice, Italyde Havilland Air Service","de Havilland DH-9G-EAYT","4/4(0)","1922","Oct","02"
"75","25 Oct 1922","Larache, MoroccoGrands Express Aeriens","Breguet 14?","2/2(0)","1922","Oct","25"
"76","03 Dec 1922","Fez, MoroccoGrands Express Aeriens","Breguet 14F-ALNA","1/1(0)","1922","Dec","03"
"77","10 Jan 1923","Ajaccio, FranceAmee de l'Air","Lioré-et-Olivier H-13F-AEIB","3/4(0)","1923","Jan","10"
"78","17 Jan 1923","Barcelona, SpainGrands Express Aeriens","Breguet 14F-ALJU","1/1(0)","1923","Jan","17"
"79","18 Jan 1923","Cheyenne, WyomingUS Aerial Mail Service","De Havilland DH-4223","1/1(0)","1923","Jan","18"
"80","26 Feb 1923","Meadville, PennsylvaniaUS Aerial Mail Service","De Havilland DH-4291","1/1(0)","1923","Feb","26"
"81","14 May 1923","Near Amiens, Picrdie, FranceGrands Express Aeriens (Air Union)","Farman F-60 GoliathF-AEBY","6/6(0)","1923","May","14"
"82","27 Aug 1923","East Mallling, United KingdomAir Union","Farman F.60 GoliathF-AECB","1/11(0)","1923","Aug","27"
"83","27 Aug 1923","Bucharest, RomaniaCampagnie France Roumaine","Blériot Spad 46F-AEGN","2/2(0)","1923","Aug","27"
"84","07 Sep 1923","Colton, OhioUS Aerial Mail Service","De Havilland DH-4283","1/1(0)","1923","Sep","07"
"85","14 Sep 1923","Near Ivinghoe, Buckinghamshire, EnglandDaimler Airways","de Havilland DH-34G-EBBS","5/5(0)","1923","Sep","14"
"86","18 Nov 1923","RussiaCCCP","Junkers F-13D-257","3/5(0)","1923","Nov","18"
"87","06 Dec 1923","Castalia, OhioUS Aerial Mail Service","De Havilland DH-4318","1/1(0)","1923","Dec","06"
"88","23 Dec 1923","Over the Mediterranean SeaMilitary - French Navy","Zeppelin Dixmunde (airship)L-72","52/52(0)","1923","Dec","23"
"89","24 Dec 1923","Egbert, WYUS Aerial Mail Service","De Havilland DH-4315","1/1(0)","1923","Dec","24"
"90","07 Mar 1924","Grampian, PennsylvaniaUS Aerial Mail Service","De Havilland DH-4327","1/1(0)","1924","Mar","07"
"91","24 Apr 1924","Over the English ChannelKLM Royal Dutch Airlines","Fokker F.IIIH-NABS","3/3(0)","1924","Apr","24"
"92","08 Jun 1924","Barranquilla, ColombiaSCADTA","Junkers F-13A16","5/5(0)","1924","Jun","08"
"93","01 Aug 1924","United StatesUS Aerial Mail Service","De Havilland DH-4297","1/1(0)","1924","Aug","01"
"94","06 Nov 1924","Cabrerolles, FranceGrands Express Aeriens","Breguet 14F-AFBD","1/1(0)","1924","Nov","06"
"95","21 Dec 1924","Goshen, IndianaUS Aerial Mail Service","De Havilland DH-4311","1/1(0)","1924","Dec","21"
"96","24 Dec 1924","Purley, EnglandImperial Airways","de Havilland DH-34BG-EBBX","8/8(0)","1924","Dec","24"
"97","22 Mar 1925","Near Tiflis, Georgia, USSRZakavia","Junkers F-13R-RECA","5/5(0)","1925","Mar","22"
"98","25 Apr 1925","Alicante, SpainGrands Express Aeriens","Breguet 14F-AFBB","3/3(0)","1925","Apr","25"
"99","25 Jun 1925","Landrécies, FranceKLM Royal Dutch Airlines","Fokker (KLM)  F.IIIH-NABM","4/4(0)","1925","Jun","25"
"100","26 Jun 1925","Alicante, SpainGrands Express Aeriens","Lioré-et-Olivier LeO H-13F-FREM","2/2(0)","1925","Jun","26"
"101","20 Jul 1925","Rosas, SpainLignes Aeriennes Latecoere","Breguet 14F-AFBI","1/1(0)","1925","Jul","20"
"102","24 Jul 1925","Budapest, HungaryCIDNA","Potez IX?","1/1(0)","1925","Jul","24"
"103","03 Sep 1925","Caldwell, OhioMilitary - U.S. Navy","Dirigible ZR-1 Shenandoah (airship)ZR-1","14/43(0)","1925","Sep","03"
"104","07 Sep 1925","Toul, FranceCIDNA","Spad 33?","?/?(?)","1925","Sep","07"
"105","01 Oct 1925","Mt. Nittany, OhioUS Aerial Mail Service","De Havilland DH-4385","1/1(0)","1925","Oct","01"
"106","14 Nov 1925","Nouadhibou, MauritaniaLignes Aeriennes Latecoere","Breguet 14F-AEGZ","1/1(0)","1925","Nov","14"
"107","14 Nov 1925","Off Boulogne-sur-Mer, FranceAir Union","Farman F-60 GoliathF-AMFY","2/2(0)","1925","Nov","14"
"108","12 Feb 1926","Montpelier, OhioUS Aerial Mail Service","Curtiss Carrier Pigeon602","1/1(0)","1926","Feb","12"
"109","08 Mar 1926","Staaken, GermanyDeutche Lufthansa","Junkers F-13D-290
D-290","1/1(0)","1926","Mar","08"
"110","31 May 1926","English ChannelAir Union","Breguet 14F-ADAI","1/1(0)","1926","May","31"
"111","03 Jul 1926","Rossaugpt, CzechoslovakiaCompagnie Internationale de Navigation Aérienne","Caudron C-61F-AFBT","6/6(0)","1926","Jul","03"
"112","09 Jul 1926","Wolvertem, BelgiumKLM Royal Dutch Airlines","Fokker F7H-NACC","2/2(0)","1926","Jul","09"
"113","24 Jul 1926","Juist, GermanyDeutsche Lufthansa","Junkers F-13D-272","5/5(0)","1926","Jul","24"
"114","18 Aug 1926","Hurst, Kent, EnglandAir Union","Bleriot 155F-AIEB","3/15(0)","1926","Aug","18"
"115","26 Sep 1926","New York, New York?","Sikorsky S-25?","2/5(0)","1926","Sep","26"
"116","02 Oct 1926","Leigh, Kent, Unied KingdomAir Union","Bleriot 155F- AICQ","7/7(0)","1926","Oct","02"
"117","08 Oct 1926","Bueren, GermanyDeutsche Lufthansa","Fokker FG IIID-468","4/4(0)","1926","Oct","08"
"118","21 Oct 1926","English ChannelImperial Airways","Handley Page W-10G-EBMS","0/12(0)","1926","Oct","21"
"119","11 Nov 1926","Cape Bojador, MoroccoGrands Express Aeriens","Breguet 14F-AFAX","3/3(0)","1926","Nov","11"
"120","16 Dec 1926","Medford, OregonPacific Air Transport","Ryan M-12","1/1(0)","1926","Dec","16"
"121","12 Jan 1927","Estaires, FranceFokker","Fokker F-VIIG-EBPL","0/0(0)","1927","Jan","12"
"122","20 Mar 1927","Rabat, MoroccoGrands Express Aeriens","Breguet 14F-ALRA","1/1(0)","1927","Mar","20"
"123","24 Mar 1927","Tambo, Qld, AustraliaQantas","de Havilland DH-9CG-AUED","3/3(0)","1927","Mar","24"
"124","15 Apr 1927","King Hill, IdahoVarney Air Lines","Swallow
Swallow?","1/1(0)","1927","Apr","15"
"125","22 Apr 1927","Floh, GermanyDeutsche Lufthansa","Fokker FG IIID-729","2/2(0)","1927","Apr","22"
"126","22 Apr 1927","Goshen, IndianaUS Aerial Mail Service","Douglas M-4626","1/1(0)","1927","Apr","22"
"127","02 May 1927","Algiers, AlgeriaAir Union","SPCA Meteore 63F-AIFN","1/3(0)","1927","May","02"
"128","27 Jul 1927","Amoneburg, GermanyDeutsche Lufthansa","Junkers F-13D-206","5/5(0)","1927","Jul","27"
"129","22 Aug 1927","Sevenoaks, EnglandKLM Royal Dutch Airlines","Fokker F-VIIIH-NADU
H-NADU","1/11(0)","1927","Aug","22"
"130","03 Sep 1927","Willington, ConnecticutColonial Air Transport","Fokker UniversalNC52  	
NC52","1/1(0)","1927","Sep","03"
"131","17 Sep 1927","Hadley, New JerseyReynolds Airways","Fokker F-VIINC776","7/12(0)","1927","Sep","17"
"132","17 Sep 1927","Atlantic OceanPrivate","Fokker F7NX703","3/3(0)","1927","Sep","17"
"133","23 Sep 1927","Schleiz, GermanyDeutsche Lufthansa","Dornier MerkurD-585","6/6(0)","1927","Sep","23"
"134","06 Oct 1927","Thies, MauritaniaLignes Aeriennes Latecoere","Breguet 14F-AGBN","2/2(0)","1927","Oct","06"
"135","30 Oct 1927","New Brunswick, New JerseyColonial Air Transport","Fairchild FC-2?","4/4(0)","1927","Oct","30"
"136","08 Nov 1927","Strasburg, FranceCIDNA","Farman F-121 JabiruF-AIBR","1/1(0)","1927","Nov","08"
"137","16 Nov 1927","Over the Gulf of FinlandAero O-Y","Junkers F-13K-SALD","6/6(0)","1927","Nov","16"
"138","29 Nov 1927","Corunna, IndianaNational Air Transport","Douglas M-4NC62  	
NC1062","1/1(0)","1927","Nov","29"
"139","28 Dec 1927","Almeria, SpainAeropostale","Breguet 14F-AFGS","1/1(0)","1927","Dec","28"
"140","31 Dec 1927","Near Marseille,FranceLatecoere Airlines","Latécoère 23 (flying boat)F-AIHP","5/5(0)","1927","Dec","31"
"141","08 Jan 1928","Near Canajoharie, New YorkColonial Western Airlines","Fairchild FC-2NC3780","3/3(0)","1928","Jan","08"
"142","16 Jan 1928","Solis, UruguayAeropostale","Latecoere 25F-AIKG","2/2(0)","1928","Jan","16"
"143","22 Jan 1928","L'Hospitalet, AriègeAeropostale","Breguet 14
 F-AHEQ","1/1(0)","1928","Jan","22"
"144","22 Jan 1928","Tarragona, SpainAeropostale","Breguet 14F-AHEQ","2/2(0)","1928","Jan","22"
"145","27 Jan 1928","Almeria, SpainAeropostale","Breguet 14F-AFHN","1/1(0)","1928","Jan","27"
"146","26 Feb 1928","Marquette, NebraskaBoeing Air Transport","Boeing 40NC280","1/2(0)","1928","Feb","26"
"147","11 Mar 1928","Off Cape Griz Nez, FranceAir Union","Farman F-60 GoliathF-AEFC","2/2(0)","1928","Mar","11"
"148","17 Apr 1928","Federal, WyomingBoeing Air Transport","Boeing 40NC282
NC282","1/2(0)","1928","Apr","17"
"149","19 Apr 1928","Minuesa, SpainIberia Airlines","Rohrbach RolandM-CCCC","9/9(0)","1928","Apr","19"
"150","07 May 1928","Florianopolis, Brazil
Florianopolis, Brazil
Florianopolis, BrazilAeropostale","Latecoere 26F-AIMQ","1/5(0)","1928","May","07"
"151","12 May 1928","Dearborn, MinnesotaFord Air Freight Inc.","Ford 4NC1492","2/2(0)","1928","May","12"
"152","26 May 1928","Radevormwald, GermanyDeutsche Lufthansa","Junkers F-13D-583","3/5(0)","1928","May","26"
"153","14 Jun 1928","Frankfurt, GermanyDeutsche Lufthansa","AEGKD-74","5/5(0)","1928","Jun","14"
"154","22 Jun 1928","Lebo, KansasNational Air Transport","Douglas M-4NC1059","1/1(0)","1928","Jun","22"
"155","10 Jul 1928","Over the Gulf of FinlandAero O-Y","Junkers F-13K-SALB","6/6(0)","1928","Jul","10"
"156","13 Jul 1928","Purley, EnglandImperial Airways","Vickers 74 VulcanG-EBLB","4/6(0)","1928","Jul","13"
"157","24 Jul 1928","Waalhaven, NetherlandsKLM Royal Dutch Airlines","Fokker (KLM) F.IIIH-NABR","1/6(0)","1928","Jul","24"
"158","25 Aug 1928","Near Port Townsend, BC, CanadaBritish Columbia Airways","Ford 4-AT-B Tri MotorG-CATX","7/7(0)","1928","Aug","25"
"159","02 Sep 1928","Toul, FranceCIDNA","Bleriot Spad 33F-AIEP","5/5(0)","1928","Sep","02"
"160","04 Sep 1928","Adelaide Hills, AustraliaQantas","de Havilland DH.50JG-AUHI","1/2(0)","1928","Sep","04"
"161","04 Sep 1928","Pocatello, IdahoNational Parks Airways","Fokker Super UniversalNC7242","7/7(0)","1928","Sep","04"
"162","06 Sep 1928","Heroldbach, GermanyDeutsche Lufthansa","Fokker FG IIID-180","3/3(0)","1928","Sep","06"
"163","04 Oct 1928","Gerona, SpainAeropostale","Breguet 14F-AEEJ
F-AEEJ","3/3(0)","1928","Oct","04"
"164","18 Oct 1928","Polk, PennsylvaniaNational Air Transport","Douglas M-4NC1064","1/1(0)","1928","Oct","18"
"165","31 Oct 1928","Valence, FranceAir Union","Bleriot Spad 56F-AIMN","1/2(0)","1928","Oct","31"
"166","15 Nov 1928","Off GibraltarAeropostale","Latecoere 32F-AISN","1/3(0)","1928","Nov","15"
"167","24 Nov 1928","Edgerton, OhioUniversal Airlines","Hamilton H-47NC7521","3/3(0)","1928","Nov","24"
"168","25 Nov 1928","Edgerton, OhioContinental Air Lines","Travel Air 4000NC5436","1/1(0)","1928","Nov","25"
"169","25 Nov 1928","Bristolville, OhioNational Air Transport","Douglas M-4NC792","1/1(0)","1928","Nov","25"
"170","01 Dec 1928","Spur, TexasSunbeam Air Transport Co.","Ford 4-AT-B Tri MotorNC7862","5/5(0)","1928","Dec","01"
"171","03 Dec 1928","Near Rio de Janeiro,BrazilSyndicato Condor","Dornier WalP-BACA","14/14(0)","1928","Dec","03"
"172","10 Dec 1928","Spokan, WashingtonSpokane Airways","Ford Tri-motor 4NC7687","5/5(0)","1928","Dec","10"
"173","11 Dec 1928","Letzlingen, GermanyDeutsche Lufthansa","Junkers G-31D-1473","3/4(0)","1928","Dec","11"
"174","20 Dec 1928","Huron, OhioNational Air Transport","Douglas M-4NC790","1/1(0)","1928","Dec","20"
"175","23 Dec 1928","Chattanooga, TennesseeInterstate Airlines","Fairchild FC-2?","4/4(0)","1928","Dec","23"
"176","31 Dec 1928","Reims, FranceCIDNA","Blériot Spad 66F-AEHX","2/3(0)","1928","Dec","31"
"177","05 Jan 1929","Stafford Springs, ConnecticutColonial Air Transport","Fairchild FC-2NC5650","1/1(0)","1929","Jan","05"
"178","18 Jan 1929","Cove, OregonVarney Air Lines","Stearman C-38NC1682","1/1(0)","1929","Jan","18"
"179","25 Jan 1929","Near Corfu, GreeceAeroespresso","CMASA WalI-AZDA","2/9(0)","1929","Jan","25"
"180","31 Jan 1929","Off MoroccoAeropostale","Latecoere 26F-AIMU
F-AIMU","2/2(0)","1929","Jan","31"
"181","31 Jan 1929","Morgantown, West VirginiaSkyline Transportation Company","Travel Air 4000NC6480","1/1(0)","1929","Jan","31"
"182","17 Mar 1929","Newark, New JerseyColonial Western Airlines","Ford 5-AT-B Tri MotorNC7683","14/15(0)","1929","Mar","17"
"183","30 Mar 1929","Near Beaumont, CaliforniaNew Standard Airlines","Fokker F-VIIANC7888","4/4(0)","1929","Mar","30"
"184","21 Apr 1929","San Diego, CaliforniaMaddux Airlines / Military - U.S.Army Air Force","Ford 5-AT-B Tri-Motor / B-PW-9DNC9636 / 28-037","6/6(0)","1929","Apr","21"
"185","09 May 1929","Tampico, MexicoMexicana","Ford Tri-motor 4M-SCAL","5/5(0)","1929","May","09"
"186","18 May 1929","Tököl,  Pest HungaryMALERT","Fokker F-IIIH-MABC","2/2(0)","1929","May","18"
"187","22 May 1929","AlgiersAeropostale","Cams 53F-AISX","4/6(0)","1929","May","22"
"188","13 Jun 1929","Santiago de Cuba, CubaPan American Airways","Fokker F-XNC9700","2/5(0)","1929","Jun","13"
"189","14 Jun 1929","Barcelona, SpainAeropostale","Breguet 14F-AFEJ","1/2(0)","1929","Jun","14"
"190","17 Jun 1929","Off Dungeness, EnglandImperial Airways","Handley Page W-10G-EBMT","7/13(0)","1929","Jun","17"
"191","24 Jun 1929","St. Paul, MinnesotaNorthwest Orient Airlines","Ford 5-AT-B Tri-MotorNC7416","1/8(0)","1929","Jun","24"
"192","29 Jun 1929","Near Lindau, Bavaria, GermanyBodensee Aerolloyd","Domier Delphin III (flying boat)D-1620","5/5(0)","1929","Jun","29"
"193","29 Jun 1929","Columbus, OhioContinental Air Lines","Travel Air 4000NC5435","1/1(0)","1929","Jun","29"
"194","11 Aug 1929","Clovis, New MexicoMiddle States Airlines","Lockheed 5 VegaNC870E","4/4(0)","1929","Aug","11"
"195","24 Aug 1929","Sochi, RussiaUkvozduchput","Kalinin K-4CCCP-217","1/1(0)","1929","Aug","24"
"196","24 Aug 1929","Elm, GermanyDeutsche Lufthansa","Fokker FG IID-757","4/5(0)","1929","Aug","24"
"197","02 Sep 1929","Needles, CaliforniaAssociated Aviators","Lockheed VegaNR859E","1/2(0)","1929","Sep","02"
"198","03 Sep 1929","Mt. Taylor, near Grants, New MexicoTrans Continental Air Transport","Ford 5-AT-B Tri MotorNC9649","8/8(0)","1929","Sep","03"
"199","06 Sep 1929","Jask, IranImperial Airways","de Havilland DH-66 HerculesG-EBMZ","3/5(0)","1929","Sep","06"
"200","14 Sep 1929","North Atlantic OceanAeropostale","Latecoere 25F-AIUJ","6/6(0)","1929","Sep","14"
"201","14 Sep 1929","Saint Catharines, OntarioSkyways","Travel Air 6000CF-ABE","6/6(0)","1929","Sep","14"
"202","17 Sep 1929","Mt Lamentation, ConnecticutColonial Air Transport","Pitcairn PA-6 Mailwing?","1/1(0)","1929","Sep","17"
"203","17 Sep 1929","Off Larache, MoroccoAeropostale","Latecoere 25-3-RF-AIUJ","5/5(0)","1929","Sep","17"
"204","17 Sep 1929","Jacumba, CaliforniaPickwick Airways","Fairchild 71?","1/2(0)","1929","Sep","17"
"205","26 Oct 1929","Off Spezia, ItalyImperial Airways","Short Calcutta (flying boat)G-AADN","7/7(0)","1929","Oct","26"
"206","29 Oct 1929","Mount Vernon, OhioContinental Air Lines","Stearman C-38?","1/1(0)","1929","Oct","29"
"207","31 Oct 1929","Off Bremerton, WashingtonBremerton-Seattle Air Taxi / Gorst Air Lines","Loening C-2CNC9158","2/2(0)","1929","Oct","31"
"208","04 Nov 1929","Cerro del Carbon, MexicoCorp. Aeronautica de Transportes","Lockheed Vega 5NC46M","4/4(0)","1929","Nov","04"
"209","06 Nov 1929","Near Godstone, Surrey, EnglandDeutsche Lufthansa","Junkers G-24D-903","7/8(0)","1929","Nov","06"
"210","16 Nov 1929","Off Corsica, FranceAir Union","Liore et Olivier 190F-AIGB","3/3(0)","1929","Nov","16"
"211","20 Nov 1929","Terranova Pausania, East SardiniaS.A.M. Società Aerea Mediterranea","Savoia Marchetti S55I-TACO","1/12(0)","1929","Nov","20"
"212","30 Nov 1929","Vancouver, WashingtonVarney Air Lines","Stearman M-2 SpeedmailNC8199","1/1(0)","1929","Nov","30"
"213","02 Dec 1929","Chagrin Falls, OhioNational Air Transport","Douglas M-3NC789","1/1(0)","1929","Dec","02"
"214","19 Dec 1929","Near Berlin, GermanyDeutsche Lufthansa","Arado V1D-1594","2/3(0)","1929","Dec","19"
"215","30 Dec 1929","Amarillo, TexasTrans Continental Air Transport","Travel Air B6000?","5/5(0)","1929","Dec","30"
"216","10 Jan 1930","Brawnson, NebraskaBoeing Air Transport","Boeing 95NC184E","1/1(0)","1930","Jan","10"
"217","13 Jan 1930","Antananarivo, MadagascarAir Orient","Farman 190F-AJJK","3/3(0)","1930","Jan","13"
"218","19 Jan 1930","Oceanside, CaliforniaMaddux Airlines","Ford 5-AT-C Tri MotorNC9689","16/16(0)","1930","Jan","19"
"219","25 Jan 1930","Off Ceuta, SpainAeropostale","Latecoere 25F-AJCL","2/2(0)","1930","Jan","25"
