"","lon","lat"
"846",-2.1952207,49.2074637
"847",145.36,-37.831111
"848",-86.3077368,32.3792233
"849",8.105754,51.5711476
"850",9.5780257,46.6569871
"851",NA,NA
"852",26.0876334,44.4994607
"853",-43.1544605,-22.8115667
"854",8.0767816,48.5335603
"855",21.61219,47.4897469
"856",120.9842195,14.5995124
"857",25.8119624,47.4272674
"858",-58.6167212,-34.6558611
"859",9.4964429,40.9235764
"860",-108.5379142,45.8035081
"861",NA,NA
"862",-81.8538669,41.4057985
"863",-46.3026924,-23.9282025
"864",13.6291448,41.2859182
"865",-76.8099041,18.0178743
"866",1.0011899,42.6681804
"867",78.5660852,25.6845378
"868",-119.6562684,37.5368803
"869",9.0128926,40.1208752
"870",5.1061319,43.4547792
"871",-110.3625658,46.8796822
"872",8.6821267,50.1109221
"873",4.89236,44.933393
"874",17.9417616,40.6327278
"875",23.5503915,41.6209029
"876",2.914688,51.2026843
"877",-8.5007116,33.2316326
"878",-107.2902839,43.0759678
"879",104.6992053,-2.8966716
"880",23.7008044,37.9319317
"881",-81.0532273,29.1832134
"882",114.6702778,22.6166667
"883",24.4154218,47.0196683
"884",31.3713164,21.7991419
"885",-79.901527,9.350599
"886",4.18184,50.74103
"887",28.153792,-26.239343
"888",-75.2962972,39.9292791
"889",4.593407,46.231418
"890",6.5635008,50.9392493
"891",-122.3789554,37.6213129
"892",-0.606133,35.6202476
"893",118.871447,31.73359
"894",-74.8023882,41.322316
"895",0.049518,51.5048437
"896",6.426699,45.942027
"897",11.2780245,49.5110483
"898",10.5115698,50.8784811
"899",20.0867909,32.1194242
"900",25.7811869,35.1677936
"901",-70.4141429,-27.2977627
"902",5.2144952,61.1749982
"903",13.372383,55.5355336
"904",-87.7521884,41.7867759
"905",18.0480105,34.5531284
"906",5.8345193,52.4492631
"907",7.212184,47.160669
"908",-61.5019256,10.6549013
"909",-79.7544923,39.8247986
"910",-98.7667481,19.1223754
"911",14.60936,46.82511
"912",104.778442,29.33903
"913",8.6395978,47.4071945
"914",-66.1653224,-17.4139766
"915",-91.0209529,34.9381496
"916",29.9187387,31.2000924
"917",3.573781,47.798202
"918",0.02795,51.290898
"919",33.9527031,1.6331375
"920",17.9417616,40.6327278
"921",-86.504708,15.7365887
"922",0.049518,51.5048437
"923",-73.6917851,42.7284117
"924",148.052689,-39.9836386
"925",NA,NA
"926",-86.39027,35.8456213
"927",9.2254587,46.4181055
"928",50.8254398,28.9579484
"929",4.7682744,52.3105386
"930",-75.5877975,6.2192058
